"304011";"y"
"329255";"y"
"329265";"y"
"305361";"y"
"329147";"y"
"330559";"y"
"304376";"y"
"318062";"y"
"309202";"y"
"304430";"y"
"304506";"y"
"315291";"y"
"327924";"y"
"314927";"y"
"305113";"y"
"305362";"y"
"305296";"y"
"316006";"y"
"304431";"y"
"329150";"y"
"329148";"y"
"329308";"y"
"329149";"y"
"329345";"y"
"329391";"y"
"304059";"y"
"304438";"y"
"305972";"y"
"331569";"y"
"306667";"y"
"305191";"y"
"307058";"y"
"318292";"y"
"304432";"y"
"222979";"y"
"332842";"y"
"306188";"y"
"314212";"y"
"304933";"y"
"304177";"y"
"304018";"y"
"305078";"y"
"305007";"y"
"237844";"y"
"304012";"y"
"304013";"y"
"304014";"y"
"303981";"y"
"304433";"y"
"304439";"y"
"306208";"y"
"306840";"y"
"304834";"y"
"304507";"y"
"305114";"y"
"305503";"y"
"331143";"y"
"306111";"y"
"305297";"y"
"307874";"y"
"304434";"y"
"318514";"y"
"304321";"y"
"315788";"y"
"304435";"y"
"321202";"y"
"304436";"y"
"314928";"y"
"310748";"y"
"305800";"y"
"304440";"y"
"304437";"y"
"222502";"y"
"305504";"y"
"222532";"y"
"222535";"y"
"222537";"y"
"222539";"y"
"222541";"y"
"222542";"y"
"222544";"y"
"222604";"y"
"222546";"y"
"222547";"y"
"222611";"y"
"231270";"y"
"222612";"y"
"239366";"y"
"239367";"y"
"239368";"y"
"239369";"y"
"239370";"y"
"239371";"y"
"239372";"y"
"239373";"y"
"239374";"y"
"239375";"y"
"239377";"y"
"239378";"y"
"239379";"y"
"239380";"y"
"222605";"y"
"222606";"y"
"222607";"y"
"222608";"y"
"332887";"y"
"222548";"y"
"222549";"y"
"304441";"y"
"305298";"y"
"305505";"y"
"304019";"y"
"306468";"y"
"304377";"y"
"304442";"y"
"330560";"y"
"304443";"y"
"312356";"y"
"304381";"y"
"304378";"y"
"304444";"y"
"304508";"y"
"305299";"y"
"222550";"y"
"304445";"y"
"304446";"y"
"324898";"y"
"305300";"y"
"304379";"y"
"304447";"y"
"306144";"y"
"304448";"y"
"304449";"y"
"319366";"y"
"305301";"y"
"305363";"y"
"297759";"y"
"305364";"y"
"237845";"y"
"305302";"y"
"305365";"y"
"305303";"y"
"305366";"y"
"304380";"y"
"305304";"y"
"222551";"y"
"231274";"y"
"305367";"y"
"305305";"y"
"305306";"y"
"330561";"y"
"222552";"y"
"305307";"y"
"305368";"y"
"305308";"y"
"305506";"y"
"222553";"y"
"222409";"y"
"222410";"y"
"327749";"y"
"305309";"y"
"305310";"y"
"222613";"y"
"328552";"y"
"305369";"y"
"304020";"y"
"305370";"y"
"305312";"y"
"305313";"y"
"304450";"y"
"305371";"y"
"304021";"y"
"302946";"y"
"305314";"y"
"305372";"y"
"304451";"y"
"305315";"y"
"304509";"y"
"304452";"y"
"304418";"y"
"305373";"y"
"306168";"y"
"305374";"y"
